2.045854181051254272e-01,3.181362748146057129e-01,2.953517735004425049e-01,1.819265186786651611e-01
2.045854181051254272e-01,3.181362748146057129e-01,2.953517735004425049e-01,1.819265186786651611e-01
2.045854181051254272e-01,3.181362748146057129e-01,2.953517735004425049e-01,1.819265186786651611e-01
2.415936142206192017e-01,3.220698535442352295e-01,2.550207674503326416e-01,1.813158094882965088e-01
2.415936142206192017e-01,3.220698535442352295e-01,2.550207674503326416e-01,1.813158094882965088e-01
1.138189360499382019e-01,3.227813839912414551e-01,3.247238695621490479e-01,2.386758476495742798e-01
1.138189360499382019e-01,3.227813839912414551e-01,3.247238695621490479e-01,2.386758476495742798e-01
1.138189360499382019e-01,3.227813839912414551e-01,3.247238695621490479e-01,2.386758476495742798e-01
1.138189360499382019e-01,3.227813839912414551e-01,3.247238695621490479e-01,2.386758476495742798e-01
1.138189360499382019e-01,3.227813839912414551e-01,3.247238695621490479e-01,2.386758476495742798e-01
1.138189360499382019e-01,3.227813839912414551e-01,3.247238695621490479e-01,2.386758476495742798e-01
1.138189360499382019e-01,3.227813839912414551e-01,3.247238695621490479e-01,2.386758476495742798e-01
1.138189360499382019e-01,3.227813839912414551e-01,3.247238695621490479e-01,2.386758476495742798e-01
1.138189360499382019e-01,3.227813839912414551e-01,3.247238695621490479e-01,2.386758476495742798e-01
1.138189360499382019e-01,3.227813839912414551e-01,3.247238695621490479e-01,2.386758476495742798e-01
1.138189360499382019e-01,3.227813839912414551e-01,3.247238695621490479e-01,2.386758476495742798e-01
1.138189360499382019e-01,3.227813839912414551e-01,3.247238695621490479e-01,2.386758476495742798e-01
1.298796981573104858e-01,3.516370952129364014e-01,3.147708177566528320e-01,2.037124186754226685e-01
2.776106894016265869e-01,2.499796301126480103e-01,3.331772387027740479e-01,1.392324268817901611e-01
2.456129789352416992e-01,1.755751669406890869e-01,3.332474827766418457e-01,2.455644309520721436e-01
3.237994611263275146e-01,1.271032094955444336e-01,2.956923544406890869e-01,2.534049451351165771e-01
2.499712258577346802e-01,1.668362617492675781e-01,2.380659133195877075e-01,3.451266288757324219e-01
2.072043865919113159e-01,1.892031878232955933e-01,2.251983582973480225e-01,3.783940672874450684e-01
2.066559046506881714e-01,1.901332885026931763e-01,2.066474407911300659e-01,3.965633213520050049e-01
4.350711703300476074e-01,1.724251508712768555e-01,1.809265762567520142e-01,2.115770876407623291e-01
4.350711703300476074e-01,1.724251508712768555e-01,1.809265762567520142e-01,2.115770876407623291e-01
4.350711703300476074e-01,1.724251508712768555e-01,1.809265762567520142e-01,2.115770876407623291e-01
4.350711703300476074e-01,1.724251508712768555e-01,1.809265762567520142e-01,2.115770876407623291e-01
4.350711703300476074e-01,1.724251508712768555e-01,1.809265762567520142e-01,2.115770876407623291e-01
4.350711703300476074e-01,1.724251508712768555e-01,1.809265762567520142e-01,2.115770876407623291e-01
4.350711703300476074e-01,1.724251508712768555e-01,1.809265762567520142e-01,2.115770876407623291e-01
4.350711703300476074e-01,1.724251508712768555e-01,1.809265762567520142e-01,2.115770876407623291e-01
4.350711703300476074e-01,1.724251508712768555e-01,1.809265762567520142e-01,2.115770876407623291e-01
4.350711703300476074e-01,1.724251508712768555e-01,1.809265762567520142e-01,2.115770876407623291e-01
4.350711703300476074e-01,1.724251508712768555e-01,1.809265762567520142e-01,2.115770876407623291e-01
2.264460772275924683e-01,2.264394909143447876e-01,2.641399800777435303e-01,2.829744517803192139e-01
1.709205210208892822e-01,1.951524168252944946e-01,3.168545663356781006e-01,3.170724511146545410e-01
1.786713898181915283e-01,2.321338802576065063e-01,1.965558081865310669e-01,3.926389515399932861e-01
2.387482821941375732e-01,1.941086649894714355e-01,2.387965768575668335e-01,3.283464312553405762e-01
3.331171274185180664e-01,2.960435450077056885e-01,2.590334117412567139e-01,1.118058934807777405e-01
3.208475410938262939e-01,4.281191229820251465e-01,1.783641874790191650e-01,7.266914099454879761e-02
1.715803742408752441e-01,3.426786661148071289e-01,2.857157886028289795e-01,2.000251561403274536e-01
2.498494833707809448e-01,3.435656130313873291e-01,2.811514437198638916e-01,1.254334896802902222e-01
2.045854181051254272e-01,3.181362748146057129e-01,2.953517735004425049e-01,1.819265186786651611e-01
2.045854181051254272e-01,3.181362748146057129e-01,2.953517735004425049e-01,1.819265186786651611e-01
2.045854181051254272e-01,3.181362748146057129e-01,2.953517735004425049e-01,1.819265186786651611e-01
2.045854181051254272e-01,3.181362748146057129e-01,2.953517735004425049e-01,1.819265186786651611e-01
2.415936142206192017e-01,3.220698535442352295e-01,2.550207674503326416e-01,1.813158094882965088e-01
2.415936142206192017e-01,3.220698535442352295e-01,2.550207674503326416e-01,1.813158094882965088e-01
1.138189360499382019e-01,3.227813839912414551e-01,3.247238695621490479e-01,2.386758476495742798e-01
1.138189360499382019e-01,3.227813839912414551e-01,3.247238695621490479e-01,2.386758476495742798e-01
1.138189360499382019e-01,3.227813839912414551e-01,3.247238695621490479e-01,2.386758476495742798e-01
1.138189360499382019e-01,3.227813839912414551e-01,3.247238695621490479e-01,2.386758476495742798e-01
1.138189360499382019e-01,3.227813839912414551e-01,3.247238695621490479e-01,2.386758476495742798e-01
1.138189360499382019e-01,3.227813839912414551e-01,3.247238695621490479e-01,2.386758476495742798e-01
1.138189360499382019e-01,3.227813839912414551e-01,3.247238695621490479e-01,2.386758476495742798e-01
1.138189360499382019e-01,3.227813839912414551e-01,3.247238695621490479e-01,2.386758476495742798e-01
1.138189360499382019e-01,3.227813839912414551e-01,3.247238695621490479e-01,2.386758476495742798e-01
1.138189360499382019e-01,3.227813839912414551e-01,3.247238695621490479e-01,2.386758476495742798e-01
1.138189360499382019e-01,3.227813839912414551e-01,3.247238695621490479e-01,2.386758476495742798e-01
1.138189360499382019e-01,3.227813839912414551e-01,3.247238695621490479e-01,2.386758476495742798e-01
1.138189360499382019e-01,3.227813839912414551e-01,3.247238695621490479e-01,2.386758476495742798e-01
1.138189360499382019e-01,3.227813839912414551e-01,3.247238695621490479e-01,2.386758476495742798e-01
1.138189360499382019e-01,3.227813839912414551e-01,3.247238695621490479e-01,2.386758476495742798e-01
